creature_id,display_name,body,trait,attribute_main,attribute_sub,cost,attack,hp,speed,weird,rarity,power_score,ability_name,ability_text
"019-012","透明鬼","鬼","透明","怪","影","6","6","4","4","8","Super Rare","9.5","不意打ち金棒乱舞","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"019-013","透明幽霊","幽霊","透明","影","影","4","2","2","5","9","Super Rare","8.2","不意打ち未練","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"019-014","透明魔王","魔王","透明","闇","影","6","6","5","4","8","Super Rare","10.5","不意打ち玉座","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 玉座：場にいる味方1体につき攻撃+1。"
"019-015","透明呪い","呪い","透明","影","影","4","1","3","3","9","Super Rare","6.4","不意打ち返り呪","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"019-016","透明饅頭","饅頭","透明","食","影","4","2","6","3","6","Rare","8.5","不意打ちあんこ壁","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"019-017","透明鍋","鍋","透明","食","影","4","2","5","3","7","Rare","8.2","不意打ち鉄鍋","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"019-018","透明鍵","鍵","透明","知","影","4","2","3","5","8","Super Rare","9.7","不意打ち鍵穴体","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。"
"019-019","完全透明","透明","透明","影","影","6","3","2","9","9","Mythic","9.4","不意打ち見えざる刃","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。 / 見えざる刃：最初の攻撃は反撃されない。"
"019-020","透明暴走","暴走","透明","怪","影","6","6","3","8","8","Super Rare","11.7","不意打ち暴走体","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
"020-001","暴走爺","爺","暴走","知","怪","4","5","4","2","5","Common","10.4","制御不能知恵袋","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 知恵袋：倒されたとき、カードを1枚引く。"
"020-002","暴走番長","番長","暴走","武","怪","5","7","4","4","4","Common","10.9","制御不能舎弟呼び","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 舎弟呼び：召喚時、攻撃1/体力1の舎弟を1体出す。"
"020-003","暴走忍者","忍者","暴走","影","怪","5","6","2","7","5","Common","10.8","制御不能影分け","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 影分け：速度が相手以上なら、受けるダメージ-1。"
"020-004","暴走受験","受験","暴走","学","怪","5","5","5","2","8","Super Rare","10.7","制御不能試験場","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 試験場：ターン終了時、手札が2枚以下なら奇怪+1。"
"020-005","暴走宿題","宿題","暴走","学","怪","5","4","5","2","7","Common","8.8","制御不能未提出","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 未提出：場に残るほど強くなる。自分のターン開始時、体力+1。"
"020-006","暴走校長","校長","暴走","知","怪","5","5","6","2","6","Common","10.3","制御不能朝礼台","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 朝礼台：味方全体の体力+1。ただしこのクリーチャーは速度-1。"
"020-007","暴走コブシ","コブシ","暴走","武","怪","5","8","3","3","4","Common","10.3","制御不能打撃体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 打撃体：攻撃時、正面の敵に追加1ダメージ。"
"020-008","暴走牙","牙","暴走","武","怪","5","8","2","5","4","Common","10.9","制御不能鋭牙","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 鋭牙：このクリーチャーがダメージを与えた敵は回復できない。"
"020-009","暴走雷","雷","暴走","雷","怪","6","8","2","6","6","Common","11.1","制御不能帯電体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 帯電体：攻撃を受けたとき、攻撃した相手に1ダメージ。"
"020-010","暴走猫","猫","暴走","獣","怪","5","6","2","7","5","Common","10.8","制御不能俊敏","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 俊敏：最初に受ける攻撃ダメージを1減らす。"
"020-011","暴走犬","犬","暴走","獣","怪","5","6","4","5","3","Common","9.8","制御不能かばう","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / かばう：隣の味方が受ける最初のダメージを1肩代わりする。"
"020-012","暴走鬼","鬼","暴走","怪","怪","6","9","4","3","7","Rare","12.6","制御不能金棒乱舞","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"020-013","暴走幽霊","幽霊","暴走","影","怪","5","5","2","4","9","Super Rare","10","制御不能未練","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"020-014","暴走魔王","魔王","暴走","闇","怪","6","9","5","3","7","Rare","13.6","制御不能玉座","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 玉座：場にいる味方1体につき攻撃+1。"
"020-015","暴走呪い","呪い","暴走","影","怪","4","4","3","2","9","Super Rare","10.2","制御不能返り呪","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"020-016","暴走饅頭","饅頭","暴走","食","怪","5","5","6","2","5","Common","9.6","制御不能あんこ壁","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"020-017","暴走鍋","鍋","暴走","食","怪","5","5","5","2","6","Common","9.3","制御不能鉄鍋","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"020-018","暴走鍵","鍵","暴走","知","怪","5","7","2","4","7","Rare","12.4","制御不能過熱機構","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。 / 過熱機構：攻撃後、自分に1ダメージ。"
"020-019","暴走透明","透明","暴走","影","怪","6","6","2","7","9","Super Rare","11.6","制御不能見えない本体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。"
"020-020","大暴走","暴走","暴走","怪","怪","6","9","3","6","7","Mythic","14","制御不能暴走体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
